"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3416","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3716","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2439","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2557","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1688","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2145","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3288","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2873","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2179","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:25:55Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","12411","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1841","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2190","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:10Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7363","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3621","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2710","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:26:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2748","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1981","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4458","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","9831","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2828","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2416","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:27:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2674","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4001","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1889","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4386","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4045","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2110","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:28:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2839","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1678","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3943","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2960","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:24Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","13406","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2306","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:29:46Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3016","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2653","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2060","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3252","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1682","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:32Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","20836","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:30:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2662","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1642","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","20","485","0","0","0","0","0","tokens","485","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3339","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","4144","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","5261","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1755","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:31:46Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3354","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2271","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5246","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","16","481","0","0","0","0","0","tokens","481","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3428","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2554","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2915","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:32:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2214","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:33:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1776","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:33:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2125","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:33:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4010","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:33:25Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","13973","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:33:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1993","200"
